1.312148124e-01, -1.845721126e+00, -1.443361491e-01, -5.957640707e-02, -7.992419004e-01, 2.060213089e-01, 8.891077042e-01, -2.527039766e+00, 1.229616046e+00, 3.540471792e-01, -1.008774281e+00, 9.824622869e-01, -2.342638671e-01, 7.566016167e-02, 7.965550423e-01, -8.525249362e-02, -5.534206629e-01, -3.562874496e-01, 8.704543114e-02, -2.624901295e+00, 9.899815917e-01, 2.010368586e+00, 8.856633306e-01, -5.149934292e-01, 1.107953906e+00, 9.588714242e-01, 6.083532572e-01, 5.136122108e-01, -8.011072874e-01, -1.169987917e+00, -5.906890035e-01, -3.145214319e-01
9.983862638e-01, 2.571755648e-01, 4.867789149e-01, -1.159505486e+00, 8.840930462e-01, -2.450141907e+00, 1.174547374e-01, -7.933032513e-01, 9.161027670e-01, 6.813636422e-01, -1.920254588e+00, -1.789163828e+00, -4.914718680e-03, -1.382122755e+00, 6.801228225e-02, -1.705344200e+00, 4.272388518e-01, 1.697336882e-01, -5.735728741e-01, 4.816073179e-01, 8.707117438e-01, -1.711513251e-01, 1.261876822e+00, -2.844182551e-01, -5.455375910e-01, 1.912994683e-01, -2.536720037e-01, -2.642202079e-01, -1.304745674e+00, 2.038595438e+00, -4.381380379e-01, -2.176781297e-01
-6.851077676e-01, 1.027383730e-01, 3.880631328e-01, 2.549191713e-01, 1.464291692e+00, -1.757240057e+00, 1.717656255e+00, 3.256380320e+00, 8.427994326e-04, 1.075829864e+00, 8.263154328e-02, 1.017465472e+00, 1.649758220e-01, -2.172464371e+00, -1.230159640e+00, 2.333017588e+00, 1.178914011e-01, -1.739046812e+00, 3.409985602e-01, -9.513326883e-01, -2.240885049e-01, -1.129645228e+00, 5.952447057e-01, 8.806878328e-01, 1.367841005e+00, 1.427096725e-01, 1.885471046e-01, 6.605601907e-01, -8.904935718e-01, -1.812741458e-01, -1.069157571e-01, 1.618142009e+00
2.265469879e-01, 1.917840540e-01, -1.468624592e+00, 2.380324364e+00, 1.895944595e+00, 2.239220887e-01, 1.608815938e-01, -2.258637100e-01, 7.700838447e-01, 8.199486881e-02, -2.285367697e-01, -9.477999210e-01, 8.350358009e-01, 1.370558381e+00, 3.179039657e-01, 4.791438878e-01, -1.653595567e-01, -2.487334311e-01, -7.485914826e-01, 9.149077535e-01, -2.233404636e+00, -1.666859537e-01, 2.266516685e+00, -1.292995214e+00, -5.717203021e-01, -9.140051603e-01, -7.962516546e-01, 1.537475705e+00, -1.826994658e+00, 1.416846752e+00, -2.353731394e+00, -1.182512641e+00
2.668512166e-01, -5.659238100e-01, -1.680009007e+00, 1.606492162e+00, -3.834028840e-01, -6.008823514e-01, -4.817362726e-01, -4.526219666e-01, 1.288580298e-01, -7.914517522e-01, 1.420535445e+00, 8.909144998e-01, 5.866861343e-01, -1.025974870e+00, -2.980556525e-02, 6.698193550e-01, 1.464926958e+00, -8.964000344e-01, 8.495968580e-01, 1.795682311e-01, -5.254529119e-01, 6.131366640e-02, 1.224826694e+00, 4.052742720e-01, -4.669560194e-01, 1.007775307e+00, 3.411270678e-02, -1.009811014e-01, -1.933529824e-01, -2.465078235e-01, 7.101885676e-01, -6.497671008e-01
-9.648576379e-01, 8.457790613e-01, -8.827407956e-01, 1.155660987e+00, 1.877766013e+00, -4.506532550e-01, -9.983451962e-01, -1.224585176e-01, 2.770231068e-01, -3.850412071e-01, -1.658660412e+00, 5.010800958e-01, 7.781789303e-01, -1.181054711e+00, -1.668486595e+00, 2.165757418e-01, 1.100232363e+00, 1.444093943e+00, 3.268294036e-01, -7.792728543e-01, 1.589114219e-01, -4.283745289e-01, -1.561093032e-01, 2.312242985e+00, 3.798988760e-01, 4.419327974e-01, 1.015572667e+00, -5.153635144e-01, -1.415567875e+00, -3.695735037e-01, 1.009232879e+00, -2.990720049e-02
-2.511707842e-01, 1.203864217e+00, -1.904866397e-01, -1.155566812e+00, -9.297021627e-01, -5.131418109e-01, -4.318707809e-02, -1.381786168e-01, -4.332682490e-01, 6.861569881e-01, 9.715666771e-01, 1.561798573e+00, -1.271891236e+00, -1.001995653e-01, -8.300625682e-01, 1.433667839e-01, 2.299658954e-01, -5.188628435e-01, -7.327485681e-01, 2.513149500e+00, 1.175061613e-01, -4.574614167e-01, -8.924422860e-01, -1.221573114e+00, 8.092105389e-01, 1.396370173e+00, -3.286733389e+00, 1.001350760e+00, 6.448182464e-01, 9.269316792e-01, 9.329567552e-01, -3.126921654e-01
-8.655840755e-01, 8.431842923e-01, -9.305843711e-02, -1.952514350e-01, -5.504920483e-01, 3.075265586e-01, 1.026734710e-01, -1.885607958e+00, 6.299545765e-01, 2.178746462e+00, 1.008412600e+00, -8.284766078e-01, -1.085622907e+00, 2.827351391e-01, -1.619743705e+00, 1.081572056e+00, -8.763527274e-01, -1.454071999e+00, -4.949346781e-01, 1.324976802e+00, -2.111923218e+00, 1.419927925e-01, 1.322482824e-01, -9.265602827e-01, 9.240484238e-01, 2.524726391e-01, 1.068633646e-01, 1.296340466e+00, -2.152913094e+00, 1.245266199e+00, -8.266399801e-02, -2.886339128e-01
-2.136410177e-01, 4.906274378e-01, 2.984670997e-01, -1.469760895e+00, 1.288804531e+00, -1.661626339e+00, -2.835487425e-01, 1.277308702e+00, 1.715763330e+00, -8.816376328e-01, -1.554182529e+00, 6.172111630e-01, -5.876571536e-01, -8.823298812e-01, -6.998129487e-01, -9.858362675e-01, -1.423064947e+00, 9.335726500e-01, -3.819841444e-01, 2.039835602e-01, 2.817124724e-01, 1.332176447e+00, -5.729001164e-01, -3.342004716e-01, 2.565390766e-01, 1.659584641e+00, 3.403804898e-01, -4.636061490e-01, 7.368856668e-01, -9.445420504e-01, -4.661313891e-01, 2.983609140e-01
1.806123018e+00, -4.838661849e-01, -6.695511341e-01, 1.738901436e-01, -7.857446074e-01, -4.634859562e-01, 4.232669473e-01, 1.458002090e+00, 7.525354624e-01, 2.034517229e-01, -1.109339118e+00, -5.318794250e-01, -1.033821106e+00, -3.235631704e+00, -6.878725886e-01, -2.021406591e-01, 1.677668214e+00, -6.543413401e-01, -1.640687943e+00, -7.264248729e-01, 4.991007447e-01, 1.035201073e+00, -1.620798409e-01, -1.113779545e+00, -1.016696692e+00, -6.614564061e-01, 4.284235537e-01, -8.733263612e-01, -2.112955451e-01, -7.862488627e-01, -8.734760880e-01, -1.066879988e+00
